game_start_time_utc,playerDeck,n,freq,label
2022-04-01,Pantheon/Yuumi (DE/MT),1336,0.0416913715088157,~HighDiamond
2022-04-01,Trundle/Tryndamere (FR/SI),879,0.0274301763145577,~HighDiamond
2022-04-01,Elise (NX/SI),1386,0.0432516773287564,~HighDiamond
2022-04-01,Aphelios/Viktor,2378,0.0742081447963801,~HighDiamond
2022-04-02,SunDisc,10643,0.341012495994873,~HighDiamond
2022-04-02,Riven/Viktor,5729,0.183562960589555,~HighDiamond
2022-04-02,Tri-Beam (NX/PZ),3741,0.119865427747517,~HighDiamond
2022-04-02,Taliyah/Ziggs,1198,0.0383851329702019,~HighDiamond
2022-04-02,Aurelion Sol/Zoe (FR/MT),1576,0.0504966356936879,~HighDiamond
2022-04-02,Miss Fortune/Quinn,792,0.0253764818968279,~HighDiamond
2022-04-02,Fizz/Lulu (BC/PZ),1051,0.0336751041332906,~HighDiamond
2022-04-02,Azir/Irelia,1249,0.0400192246074976,~HighDiamond
2022-04-02,Pantheon/Yuumi (DE/MT),1415,0.0453380326818328,~HighDiamond
2022-04-02,Trundle/Tryndamere (FR/SI),640,0.0205062479974367,~HighDiamond
2022-04-02,Elise (NX/SI),1362,0.043639859019545,~HighDiamond
2022-04-02,Aphelios/Viktor,1814,0.0581223966677347,~HighDiamond
2022-04-03,SunDisc,9782,0.298168073886671,~HighDiamond
2022-04-03,Riven/Viktor,6686,0.203797969945438,~HighDiamond
2022-04-03,Tri-Beam (NX/PZ),4049,0.123418782576889,~HighDiamond
2022-04-03,Taliyah/Ziggs,1092,0.0332855792971012,~HighDiamond
2022-04-03,Aurelion Sol/Zoe (FR/MT),2734,0.0833358734416436,~HighDiamond
2022-04-03,Miss Fortune/Quinn,883,0.0269149876550736,~HighDiamond
2022-04-03,Fizz/Lulu (BC/PZ),1556,0.047428902368397,~HighDiamond
2022-04-03,Azir/Irelia,1346,0.0410278294266468,~HighDiamond
2022-04-03,Pantheon/Yuumi (DE/MT),1519,0.04630109427866,~HighDiamond
2022-04-03,Trundle/Tryndamere (FR/SI),593,0.0180754107355138,~HighDiamond
2022-04-03,Elise (NX/SI),1146,0.0349315694821227,~HighDiamond
2022-04-03,Aphelios/Viktor,1421,0.0433139269058433,~HighDiamond
2022-04-04,SunDisc,8307,0.254761247584874,~HighDiamond
2022-04-04,Riven/Viktor,7159,0.219554083479008,~HighDiamond
