deck_code,archetype,archetype_self,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype_pretty,archetype_cluster,alle,alle.region
CQDACAQGFYAQIAQPAECQUBABAUBAIAYBAIGDEOIEAIBAGBIIBIBACAICBMAQGAQFAIAQCARRAICQEBYX,Ahri/Fizz (BC/IO),ahri/recall/elusive/allegiance,"BC,IO",221,02BW046 02BW046 02BW046 04IO015 04IO015 04IO015 05BC004 05BC004 05BC004 05IO004 05IO004 05IO004 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO008 02IO008 02IO008 02IO010 02IO010 02IO010 01IO011 01IO011 03IO005 03IO005 01IO049 05IO007 05IO023,IO,"Ahri,Fizz","BW,IO","01IO050,01IO050,01IO050",02BC046 02BC046 02BC046 04IO015 04IO015 04IO015 05BC004 05BC004 05BC004 05IO004 05IO004 05IO004 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO008 02IO008 02IO008 02IO010 02IO010 02IO010 01IO011 01IO011 03IO005 03IO005 01IO049 05IO007 05IO023,"BC,IO",34,,,01IO050,IO
CECACAYCCYBACAQGFIBQKAQCAQNAOBACAIBQIBIHBAFQAAIBAEBDC,Ahri/Irelia,ahri/recall/elusive/bladedance,IO,221,03IO022 03IO022 03IO022 01IO006 01IO006 01IO006 01IO042 01IO042 01IO042 05IO002 05IO002 05IO002 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 04IO002 04IO002 04IO002 04IO003 04IO003 04IO003 04IO004 04IO004 04IO004 04IO005 04IO005 04IO005 04IO007 04IO007 04IO007 04IO008 04IO008 04IO008 04IO011 04IO011 04IO011 01IO049,IO,"Ahri,Irelia",IO,,,,40,,,,
CEAAGAICAICQCBACBEEACAQGBMGBOHRJFQYQKAICAICACAYCCYAQKAQEAQCAEAQEAUFQ2AICAEBAGBYIBEHA6FJBFI2TQ,Ahri/Irelia/Karma/Yasuo/Zed,ahri/recall/late/mess,IO,221,02IO005 02IO005 04IO009 04IO009 01IO006 01IO006 01IO011 01IO011 01IO012 01IO012 01IO023 01IO023 01IO030 01IO030 01IO041 01IO041 01IO044 01IO044 01IO049 01IO049 02IO004 03IO022 05IO004 04IO002 04IO004 04IO005 04IO011 01IO001 01IO002 01IO003 01IO007 01IO008 01IO009 01IO014 01IO015 01IO021 01IO033 01IO042 01IO053 01IO056,IO,"Ahri,Irelia,Karma,Yasuo,Zed",IO,,,,40,,,,
CQBACAICGIAQIAQLAYAQEAQKAICQUOR7AICQEBAVAMBQEBIGCQCACAQMFQYTSBIEAICAKCAJB4AA,Ahri/Irelia/Kennen,ahri/recall/elusive/allegiance/bladedance,"BC,IO",221,01IO050 01IO050 01IO050 04IO011 04IO011 04IO011 02IO010 02IO010 05BC058 05BC058 05BC063 05BC063 05IO004 05IO004 05IO021 05IO021 03IO005 03IO005 03IO006 03IO006 03IO020 03IO020 01IO012 01IO012 01IO044 01IO044 01IO049 01IO049 01IO057 01IO057 04IO004 04IO004 04IO005 04IO005 04IO008 04IO008 04IO009 04IO009 04IO015 04IO015,IO,"Ahri,Irelia,Kennen","BC,IO","01IO050,01IO050,01IO050",,,36,,,01IO050,IO
CEDACAQCBEAQGAQJAECAEFABAQCAEAQFAICBKBYBAIDCSKZMGI2DSAABAEAQILQ,Ahri/Karma (IO/PZ),ahri/recall/allegiance/late,"IO,PZ",221,02IO009 02IO009 02IO009 03IO009 03IO009 03IO009 04IO020 04IO020 04IO020 04PZ002 04PZ002 04PZ002 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO006 01IO006 01IO006 01IO041 01IO041 01IO041 01IO043 01IO043 01IO043 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 01PZ046,IO,"Ahri,Karma",IO,"01IO050,01IO050,01IO050",,,36,,,01IO050,IO
CQDACAYCBEAQKCR2AECQEFICAIBAKCQCAQBA6FAFAEBAMDAVGI4QCAIFAICACAQBAIUTA,Ahri/Karma/Kennen (IO),ahri/recall/elusive/allegiance/late,IO,221,03IO009 03IO009 03IO009 05BC058 05BC058 05BC058 05IO021 05IO021 05IO021 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 04IO020 04IO020 04IO020 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO021 01IO021 01IO021 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05IO004 05IO004 01IO041 01IO048,IO,"Ahri,Karma,Kennen","BC,IO","01IO050,01IO050,01IO050",03IO009 03IO009 03IO009 05IO058 05IO058 05IO058 05IO021 05IO021 05IO021 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 04IO020 04IO020 04IO020 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO021 01IO021 01IO021 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05IO004 05IO004 01IO041 01IO048,IO,40,,,01IO050,IO
CECQCAIDFIAQIAQPAECQEBADAIBAGBIKAQAQEBQMCE4QIAIBAIYQCAIDDMAQKAQDAIBQEBIUAA,Ahri/Katarina,ahri/recall/elusive,"IO,NX",221,01NX042 01NX042 01NX042 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO057 01IO057 01IO057 01IO049 01IO049 01NX027 01NX027 05IO003 05IO003 03IO005 03IO005 03IO020 03IO020,IO,"Ahri,Katarina","IO,NX",,,,35,,,,
CECQCAIDFIAQIAQPAIBQEBIUAICQEBA2AQAQEBQMFQZAIAIBAI4QCAIDCMAQEAQKAECQEFIBAIAQECZR,Ahri/Katarina,ahri/recall/elusive/allegiance,"IO,NX",221,01NX042 01NX042 01NX042 04IO015 04IO015 04IO015 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01NX019 01NX019 02IO010 02IO010 05IO021 05IO021 01IO011 01IO049,IO,"Ahri,Katarina","IO,NX","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CECACAIDFIAQIAQPAECQEBACAEBAQLAFAIAQGBALAIBAEBIKAIBQEBIWAICQEAQVAQAQEAQLBQYQCAIFAIMA,Ahri/Katarina,ahri/recall/allegiance,"IO,NX",221,01NX042 01NX042 01NX042 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 01IO008 01IO008 01IO008 01IO044 01IO044 01IO044 01NX004 01NX004 01NX011 01NX011 02IO005 02IO005 02IO010 02IO010 03IO005 03IO005 03IO022 03IO022 05IO002 05IO002 05IO021 05IO021 01IO002 01IO002 01IO011 01IO011 01IO012 01IO012 01IO049 01IO049 05IO024,IO,"Ahri,Katarina","IO,NX",,,,33,,,,
CECQCAYCAUAQIAQPAIAQGARIAICQEBA2AMAQECALBQBQCAIDFIBAEAQFBIBQCARMGE4QCAIBAIZA,Ahri/Katarina,ahri/recall/elusive/allegiance,"IO,NX",221,03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 01NX002 01NX002 01NX002 01NX040 01NX040 01NX040 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01NX042 01NX042 02IO005 02IO005 02IO010 02IO010 01IO044 01IO044 01IO049 01IO049 01IO057 01IO057 01IO050,IO,"Ahri,Katarina","IO,NX",01IO050,,,32,,,01IO050,IO
CQDACAIDFQAQEAQKAEBQEBIBAQBA6AIFAICAIAICBAWDIOIEAEAQECYBAMBBIAIFBI5AEBICCUMQGAIBAIGACAIDFIAQGAQW,Ahri/Katarina/Kennen (IO/NX),ahri/recall/elusive,"IO,NX",221,01NX044 01NX044 01NX044 02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 01IO008 01IO008 01IO008 01IO044 01IO044 01IO044 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 01IO011 01IO011 03IO020 03IO020 05BC058 05BC058 05IO021 05IO021 05IO025 05IO025 01IO012 01NX042 03IO022,IO,"Ahri,Katarina,Kennen","BC,IO,NX",,01NX044 01NX044 01NX044 02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05IO004 05IO004 05IO004 01IO008 01IO008 01IO008 01IO044 01IO044 01IO044 01IO052 01IO052 01IO052 01IO057 01IO057 01IO057 01IO011 01IO011 03IO020 03IO020 05IO058 05IO058 05IO021 05IO021 05IO025 05IO025 01IO012 01NX042 03IO022,"IO,NX",36,,,,
CECACBACB4BAEAQFBIBAKAQEDICQCAQIBQKCYOIDAEBAGCIBAMBAKAQBAMVDOAICAEBASMI,Ahri/Katarina/Zed,ahri/recall/elusive,"IO,NX",221,04IO015 04IO015 04IO015 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO020 01IO020 01IO020 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 02NX009 02NX009 03IO005 03IO005 01NX042 01NX042 01NX055 01NX055 01IO009 01IO049,IO,"Ahri,Katarina,Zed","IO,NX",,,,34,,,,
CQCACBIKHIBAEAQDAUBAKAQECUCACAQLBQZDSAYBAIBAUAQBAIWDCAQDAICQMAYBAMBBIAIFBK2ACAIFAILQ,Ahri/Kennen,x/recall/allegiance,"BC,IO",221,05BC058 05BC058 05BC058 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO010 02IO010 01IO044 01IO044 01IO049 01IO049 03IO005 03IO005 03IO006 03IO006 03IO020 05BC180 05IO023,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,36,,,01IO050,IO
CQCQCBACB4AQKCR2AIBAEAYKAICQEBA2AQAQECYMFQ4QGAICAICQCBICCUBAGAQFCQBACAICGEAQKCVUAE,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 02IO003 02IO003 02IO003 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 02IO005 02IO005 05IO021 05IO021 03IO005 03IO005 03IO020 03IO020 01IO049 05BC180,IO,"Ahri,Kennen","BC,IO",,,,36,,,,
CQCQCBACB4AQKCR2AIBAEBIKAICQEBA2AQAQEDBMGI4QEAIFAIKQEAICAIFQGAIDAICQCBIK2IAQEBICA4MQ,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 05IO021 05IO021 01IO002 01IO002 01IO011 01IO011 03IO005 05BC210 05IO007 05IO025,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,36,,,01IO050,IO
CQDACAYCAYAQKCR2AIBAECIKAICAEDYUAICQEBAHAQAQECZLFQ4QCAIDAICQEAIFBK2ACAIFAIDA,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,03IO006 03IO006 03IO006 05BC058 05BC058 05BC058 02IO009 02IO009 02IO009 02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 04IO020 04IO020 04IO020 05IO004 05IO004 05IO004 05IO007 05IO007 05IO007 01IO011 01IO011 01IO011 01IO043 01IO043 01IO043 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 03IO005 03IO005 05BC180 05IO006,IO,"Ahri,Kennen","BC,IO",,,,36,,,,
CQDACBACB4AQKCR2AECQEBQCAEBAWDACAIBAKCQCAMBAKFACAIAQEMRZAICQEBA2AQAQEAQIAECQUOABAUBBKAQBAILDC,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO006 05IO006 05IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 03IO020 03IO020 03IO020 01IO050 01IO050 01IO057 01IO057 05IO004 05IO004 05IO026 05IO026 02IO008 05BC056 05IO021 01IO022 01IO049,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050",,,36,,,01IO050,IO
CQCACBACB4AQKCR2AICQEBA2AQAQEDBMGI4QIAIDAIKACBIKWYAQEAQCAUFAEBICCULQGAICAIEACAYCAUBACAQCBM,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO020 03IO020 05BC182 05BC182 02IO005 02IO005 02IO010 02IO010 05IO021 05IO021 05IO023 05IO023 02IO008 03IO005 01IO002 01IO011,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQCQCAQCAUAQIAQOAECQUOQBAUBAIAYBAIGBWMQGAEAQELABAQBA6AIFBJ4ACBICA4BAGAQFDEBQEAQDBAFACAIBAIYQ,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,02IO005 02IO005 02IO005 04IO014 04IO014 04IO014 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 01IO012 01IO012 01IO012 01IO027 01IO027 01IO027 01IO050 01IO050 01IO050 01IO044 01IO044 04IO015 04IO015 05BC120 05BC120 05IO007 05IO007 03IO005 03IO005 03IO025 03IO025 02IO003 02IO003 02IO008 02IO008 02IO010 02IO010 01IO049,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQCQCAQCBIAQIAQPAECQUOQBAUBAIBABAIDAYMRZAUAQCARMAECQUOABAUBBKAQDAICRIAYCAICQQCIA,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO044 01IO044 05BC056 05BC056 05IO021 05IO021 03IO005 03IO005 03IO020 03IO020 02IO005 02IO005 02IO008 02IO008 02IO009 02IO009,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQCQCAQCBIAQIAQPAECQUOQDAEBAQLBSAMCQEBAVDICQCAQCAUAQGAQFAECAEBYBAUFNEAICAEBCKOIBAEBQEBQ,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 01IO008 01IO008 01IO008 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 02IO005 02IO005 03IO005 03IO005 04IO007 04IO007 05BC210 05BC210 01IO037 01IO037 01IO057 01IO057 03IO006,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQCQCAYCAUAQIAQPAECQUOQDAUBAIFI2AQAQECYMFQZAIAIBAIKQCAQCBIAQGAQUAECQVNQBAEBACAQCGE,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO021 01IO021 02IO010 02IO010 03IO020 03IO020 05BC182 05BC182 01IO002 01IO049,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQCQCBACB4AQKCR2AIBAEAYFAMAQEDBMGIBQKAQECULQGAIDAIKACBIKWYAQGAICAIYTSAA,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO023 05IO023 05IO023 03IO020 03IO020 05BC182 05BC182 01IO002 01IO002 01IO049 01IO049 01IO057 01IO057,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQCQCBACB4AQKCR2AIBAEAYFAMCQEBAVDICACAQLBQWDSAQBAUFBUAQDAICRIAIBAMBAM,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 05BC026 05BC026 03IO005 03IO005 03IO020 03IO020 03IO006,IO,"Ahri,Kennen","BC,IO",,,,35,,,,
CQCQCBACB4AQKCR2AICQEBAXAMAQEDBSHEBQEAQDBAFAIAIBAIBACAQCAUAQKCWSAEAQKAQVAIAQCAQLAEBQEFA,Ahri/Kennen,x/recall/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO023 05IO023 05IO023 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 02IO003 02IO003 02IO003 02IO008 02IO008 02IO008 02IO010 02IO010 02IO010 01IO002 01IO002 02IO005 02IO005 05BC210 05BC210 05IO021 05IO021 01IO011 03IO020,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQDACAQCBIAQGAQFAECAEDYBAUFDUAQBAIFQYAYFAICBKGQEAEBAEBIBAMBBIAIFBK2ACAYBAIISYOIBAECQEBY,Ahri/Kennen,x/recall/elusive/allegiance/cost1,"BC,IO",221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 02IO005 02IO005 03IO020 03IO020 05BC180 05BC180 01IO017 01IO017 01IO044 01IO044 01IO057 01IO057 05IO007,IO,"Ahri,Kennen","BC,IO",,,,35,,,,
CQDACAQCBIAQGAQFAECAEDYBAUFDUAQFAICBUAYBAIEAYMQEAEBQEFABAUFNEAIBAUBAMAYBAIFTIOIBAEBAEBI,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 03IO020 03IO020 05BC210 05BC210 05IO006 05IO006 01IO011 01IO011 01IO052 01IO052 01IO057 01IO057 02IO005,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQDACAQCBIAQGAQFAECAEDYBAUFDUAQFAICBUBABAIEAYMRZAUAQCAQLAEBQEFABAQBAOAIFBLJACAIFAIDAA,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO011 01IO011 03IO020 03IO020 04IO007 04IO007 05BC210 05BC210 05IO006 05IO006,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQDACAQCBIAQGAQFAECAEDYBAUFDUAQFAICBUBIBAIDAYLBSHEBQCAICGEAQGAQUAECQUOABAECQEBY,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 03IO020 03IO020 05BC056 05BC056 05IO007,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQDACAQCBIAQGAQFAECAEDYBAUFDUAQFAICBUBIBAIEAWDBSHEBQCAYCCQAQKCWSAEAQKAQGAEAQIAQH,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 03IO005 03IO005 03IO005 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO008 01IO008 01IO008 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO020 03IO020 05BC210 05BC210 05IO006 05IO006 04IO007,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQDACAYCCQAQIAQPAECQUOQCAIBACCQDAUBAIFI2AQAQECYMFQZACAIFBK2ACAICAQBAGBY,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 02IO001 02IO001 02IO001 02IO010 02IO010 02IO010 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 05BC180 05BC180 04IO003 04IO007,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQDACAYCCQAQIAQPAECQUOQCAUBAIFIDAIBAGBIKAQAQECYMFQZAEAIDAICQCBIKDIAA,Ahri/Kennen,x/recall/allegiance,"BC,IO",221,03IO020 03IO020 03IO020 04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 02IO003 02IO003 02IO003 02IO005 02IO005 02IO005 02IO010 02IO010 02IO010 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 03IO005 03IO005 05BC026 05BC026,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,35,,,01IO050,IO
CQCACAQCBIBAKCRYHIBAKAQEDIBQCAQMFQ4QKAIBAIZACAQCAUAQGAQFAECAEDYCAUBAMFICAIBQEEYUAICQEFAZ,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,02IO010 02IO010 02IO010 05BC056 05BC056 05BC056 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO057 01IO057 01IO057 01IO050 01IO050 02IO005 02IO005 03IO005 03IO005 04IO015 04IO015 05IO006 05IO006 05IO021 05IO021 03IO019 03IO020 05IO020 05IO025,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050",,,34,,,01IO050,IO
CQCACAYCAUBAKCR2WYAQGBICAQKROBIBAIEAYLBSHEBQCAICGEAQEAQKAECAEDYBAEAQECY,Ahri/Kennen,x/recall/allegiance,"BC,IO",221,03IO005 03IO005 03IO005 05BC058 05BC058 05BC058 05BC182 05BC182 05BC182 05IO004 05IO004 05IO004 05IO021 05IO021 05IO021 05IO023 05IO023 05IO023 01IO008 01IO008 01IO008 01IO012 01IO012 01IO012 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO049 01IO049 02IO010 02IO010 04IO015 04IO015 01IO011,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,34,,,01IO050,IO
CQCACBACB4AQKCR2AMCQEAIEDICQCAQGBQITEOIEAEAQELABAIBAUAIDAICQCBIKUYAQEAIBAIYQCBIKWYAQ,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC058 05BC058 05BC058 05IO001 05IO001 05IO001 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 01IO044 01IO044 02IO010 02IO010 03IO005 03IO005 05BC166 05BC166 01IO049 05BC182,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,34,,,01IO050,IO
CQCACBACB4BAKCQEHICACAQCBQITEBAFAICAOFI2AIAQCARFAEBQEFADAEAQEMIBAIBAUAIFAIBA,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC004 05BC004 05BC004 05BC058 05BC058 05BC058 01IO002 01IO002 01IO002 01IO012 01IO012 01IO012 01IO017 01IO017 01IO017 01IO050 01IO050 01IO050 05IO004 05IO004 05IO004 05IO007 05IO007 05IO007 05IO021 05IO021 05IO021 05IO026 05IO026 05IO026 01IO037 01IO037 03IO020 03IO020 01IO049 02IO010 05IO002,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,34,,,01IO050,IO
CQCACBACB4BAKCRYHIBAKAQEDIDQCAQGBMGBILBSHEAQCAYCCQBACAQCBIAQKAQH,Ahri/Kennen,x/recall/elusive/allegiance,"BC,IO",221,04IO015 04IO015 04IO015 05BC056 05BC056 05BC056 05BC058 05BC058 05BC058 05IO004 05IO004 05IO004 05IO026 05IO026 05IO026 01IO006 01IO006 01IO006 01IO011 01IO011 01IO011 01IO012 01IO012 01IO012 01IO020 01IO020 01IO020 01IO044 01IO044 01IO044 01IO050 01IO050 01IO050 01IO057 01IO057 01IO057 03IO020 03IO020 02IO010 05IO007,IO,"Ahri,Kennen","BC,IO","01IO050,01IO050,01IO050",,,34,,,01IO050,IO
