deck_code,factions,patch,cards,cards.region,champs,champs.region,allegiance,cards.fix,cards.region.fix,cards.region.freq,archetype,archetype_cluster,deck_code_2,
CECQCAQDBEAQGAYNAIAQGFBOAIBQIBIRAMAQIHZEEYBACAIEDMBQCAYWGM3QGAIEAMFAEAIDAQNAEAIEAETQ,"NX,PZ",203,02NX009 02NX009 02NX009 03NX013 03NX013 03NX013 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ027 01PZ027 01NX022 01NX022 01NX051 01NX051 01NX055 01NX055 04NX010 01NX004 01NX026 01PZ001 01PZ039,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"21,19",Draven/Ezreal,trib,CECQCAQDBEAQGAYNAIAQGFBOAIBQIBIRAMAQIHZEEYBACAIEDMBQCAYWGM3QGAIEAMFAEAIDAQNAEAIEAETQ,
CMDACAQDBEAQGAYNAEBQIEIBAQBQEAQBAMKDOBIBAQNR6JBGGQBACAIDFYAQCBBHAIAQIAYKAIAQGBBT,"NX,PZ",203,02NX009 02NX009 02NX009 03NX013 03NX013 03NX013 03PZ017 03PZ017 03PZ017 04NX002 04NX002 04NX002 01NX020 01NX020 01NX020 01NX055 01NX055 01NX055 01PZ027 01PZ027 01PZ027 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX046 01NX046 01PZ039 01PZ039 04NX010 01NX004 01NX051,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CMDACAQDBEAQGAYNAEBQIEIBAQBQEAQBAMKDOBIBAQNR6JBGGQBACAIDFYAQCBBHAIAQIAYKAIAQGBBT,
CMCACAQDBEBACAYUFYBAGBAFCECQCBABEQTCOOQDAEAQGMYBAQBQEAYBAQNS2NAA,"NX,PZ",203,02NX009 02NX009 02NX009 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ001 01PZ001 01PZ001 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ039 01PZ039 01PZ039 01PZ058 01PZ058 01PZ058 01NX051 01NX051 04NX002 04NX002 01PZ027 01PZ027 01PZ045 01PZ045 01PZ052 01PZ052,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"13,27",Draven/Ezreal,trib,CMCACAQDBEBACAYUFYBAGBAFCECQCBABEQTCOOQDAEAQGMYBAQBQEAYBAQNS2NAA,
CMCACAIDCQAQEAYJAEBQIEIEAECBWJBHGQCACAYEAUAQIAYKAMAQGLRTG4BQCBABD4TAGAIBAMCACAIEHIAQGAYN,"NX,PZ",203,01NX020 01NX020 01NX020 02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ039 01PZ039 01PZ039 01PZ052 01PZ052 01PZ052 03PZ005 03PZ005 04NX010 04NX010 01NX046 01NX046 01NX051 01NX051 01NX055 01NX055 01PZ001 01PZ001 01PZ031 01PZ031 01PZ038 01PZ038 01NX004 01PZ058 03NX013,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"16,24",Draven/Ezreal,trib,CMCACAIDCQAQEAYJAEBQIEIEAECBWJBHGQCACAYEAUAQIAYKAMAQGLRTG4BQCBABD4TAGAIBAMCACAIEHIAQGAYN,
CMCACAQDBEAQGBARAMAQGFBOG4CACBA3EQTDIAYBAQBQUAQBAQPSOAYBAMCBMMYBAEAQIAI,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 04NX010 04NX010 01PZ031 01PZ031 01PZ039 01PZ039 01NX004 01NX004 01NX022 01NX022 01NX051 01NX051 01PZ001,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CMCACAQDBEAQGBARAMAQGFBOG4CACBA3EQTDIAYBAQBQUAQBAQPSOAYBAMCBMMYBAEAQIAI,
CMCQCAQDBEAQIAYKAIAQGFBOAIBQIBIRAMAQIJBGGQBAGAIDAQZDGAYBAQARWHYBAEAQGFQ,"NX,PZ",203,02NX009 02NX009 02NX009 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX004 01NX004 01NX050 01NX050 01NX051 01NX051 01PZ001 01PZ001 01PZ027 01PZ027 01PZ031 01PZ031 01NX022,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CMCQCAQDBEAQIAYKAIAQGFBOAIBQIBIRAMAQIJBGGQBAGAIDAQZDGAYBAQARWHYBAEAQGFQ,
CMCACAQDBEBAGBAFCEBQCAYECQXAIAIED4SCMNADAECAGCQCAEBRMMYCAECACGYA,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 04NX010 04NX010 01NX022 01NX022 01NX051 01NX051 01PZ001 01PZ001 01PZ027 01PZ027,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CMCACAQDBEBAGBAFCEBQCAYECQXAIAIED4SCMNADAECAGCQCAEBRMMYCAECACGYA,
CECACAQDBEAQGBARAMAQGBAUFYBQCBA7EQ2AIAIDAMGQCAYEAUBACAZTG4BQCBABDMTAEAIBAMLACBADBI,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ052 01PZ052 01PZ052 03NX013 03NX013 03PZ005 03PZ005 01NX051 01NX051 01NX055 01NX055 01PZ001 01PZ001 01PZ027 01PZ027 01PZ038 01PZ038 01NX022 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CECACAQDBEAQGBARAMAQGBAUFYBQCBA7EQ2AIAIDAMGQCAYEAUBACAZTG4BQCBABDMTAEAIBAMLACBADBI,
CECQCAQDBEAQIAYKAIBQIBAFAMAQGBAUFYCACBA7EQTDIAYBAEBTGAIBAQNQCAYDBUAQCAIEAE,"NX,PZ",203,02NX009 02NX009 02NX009 04NX010 04NX010 04NX010 03PZ004 03PZ004 03PZ004 03PZ005 03PZ005 03PZ005 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX051 01NX051 01PZ027 01PZ027 03NX013 03NX013 01PZ001,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,x,CECQCAQDBEAQIAYKAIBQIBAFAMAQGBAUFYCACBA7EQTDIAYBAEBTGAIBAQNQCAYDBUAQCAIEAE,
CMCQCAQDBEAQGAYNAIBQIBIRAMAQGBAUFYBQCBBEEY2AEAIBAMZQGAIEAENR6AQBAEBTEAIEAMFA,"NX,PZ",203,02NX009 02NX009 02NX009 03NX013 03NX013 03NX013 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX051 01NX051 01PZ001 01PZ001 01PZ027 01PZ027 01PZ031 01PZ031 01NX050 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CMCQCAQDBEAQGAYNAIBQIBIRAMAQGBAUFYBQCBBEEY2AEAIBAMZQGAIEAENR6AQBAEBTEAIEAMFA,
CMCQCAYDBUAQIAYKAIAQGFBOAIAQIJBGAIBQIBIRAMBACAYEGMBAEAYIBECACBABDMPSOAA,"NX,PZ",203,03NX013 03NX013 03NX013 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX051 01NX051 02NX008 02NX008 02NX009 02NX009 01PZ001 01PZ001 01PZ027 01PZ027 01PZ031 01PZ031 01PZ039 01PZ039,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CMCQCAYDBUAQIAYKAIAQGFBOAIAQIJBGAIBQIBIRAMBACAYEGMBAEAYIBECACBABDMPSOAA,
CEDACAQDBEAQGAYWAEBQIBIBAQBQ6AQBAQNSIAYBAMFRILQEAEAQGNYBAMBQ2AIDAQIQEAIEEY2AEAIBAMZQEAIEAE5A,"NX,PZ",203,02NX009 02NX009 02NX009 03NX022 03NX022 03NX022 03PZ005 03PZ005 03PZ005 04NX015 04NX015 04NX015 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01NX011 01NX011 01NX011 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 03NX013 03NX013 03PZ017 03PZ017 01PZ038 01PZ038 01PZ052 01PZ052 01NX051 01PZ001 01PZ058,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"23,17",Draven/Ezreal,trib,CEDACAQDBEAQGAYWAEBQIBIBAQBQ6AQBAQNSIAYBAMFRILQEAEAQGNYBAMBQ2AIDAQIQEAIEEY2AEAIBAMZQEAIEAE5A,
CECACAQDBEAQIAYKAMAQGBAUFYBQCBBEEY2AIAIBAM3QCAYDBUBAGBAFCEBQCBA3D4TQEAIBAMZQCAIEAE,"NX,PZ",203,02NX009 02NX009 02NX009 04NX010 04NX010 04NX010 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX055 01NX055 03NX013 03NX013 03PZ005 03PZ005 03PZ017 03PZ017 01PZ027 01PZ027 01PZ031 01PZ031 01PZ039 01PZ039 01NX051 01PZ001,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CECACAQDBEAQIAYKAMAQGBAUFYBQCBBEEY2AIAIBAM3QCAYDBUBAGBAFCEBQCBA3D4TQEAIBAMZQCAIEAE,
CMCACAQDBEAQGBARAMAQGFBOG4CACBABEQTDIBABAECB6AIDAQCQCBADBIBQCAYECYZQCAIBAQNQ,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ001 01PZ001 01PZ001 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ031 01PZ031 03PZ005 03PZ005 04NX010 04NX010 01NX004 01NX004 01NX022 01NX022 01NX051 01NX051 01PZ027,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CMCACAQDBEAQGBARAMAQGFBOG4CACBABEQTDIBABAECB6AIDAQCQCBADBIBQCAYECYZQCAIBAQNQ,
CMCQCAQDBEAQGBARAECAICQDAEBRILRXAQAQIAI3EQTAGAIBAMZQCAYDBUBACBA7GQBACAIECEAQIAYK,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 04PZ010 04PZ010 04PZ010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ001 01PZ001 01PZ001 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01NX051 01NX051 03NX013 03NX013 01PZ031 01PZ031 01PZ052 01PZ052 01PZ017 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"17,23",Draven/Ezreal,trib,CMCQCAQDBEAQGBARAECAICQDAEBRILRXAQAQIAI3EQTAGAIBAMZQCAYDBUBACBA7GQBACAIECEAQIAYK,
CMCQCAQDBEAQGBARAECAGAQDAEBRILRXAQAQIGZEEY2AGAIBAMCACAIED4AQIAYKAMAQCBABAEBQIBICAEBRMMY,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 04NX002 04NX002 04NX002 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX004 01NX004 01PZ031 01PZ031 04NX010 04NX010 01PZ001 03PZ005 01NX022 01NX051,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"21,19",Draven/Ezreal,trib,CMCQCAQDBEAQGBARAECAGAQDAEBRILRXAQAQIGZEEY2AGAIBAMCACAIED4AQIAYKAMAQCBABAEBQIBICAEBRMMY,
CMCQCAQDBEAQIAYKAIBQIBIRAMAQGFBOG4CQCBABDMPSINABAIAQGFRTAA,"NX,PZ",203,02NX009 02NX009 02NX009 04NX010 04NX010 04NX010 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ001 01PZ001 01PZ001 01PZ027 01PZ027 01PZ027 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ052 01PZ052 01PZ052 01NX022 01NX022 01NX051 01NX051,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CMCQCAQDBEAQIAYKAIBQIBIRAMAQGFBOG4CQCBABDMPSINABAIAQGFRTAA,
CMCACAIDCQAQEAYJAIBQIBIRAQAQIAJEEY2AGAIDAQJQEAIDFYZQEAIEDMPQIAIDAMGQCBADBIBACAYECYBACBBHHI,"NX,PZ",203,01NX020 01NX020 01NX020 02NX009 02NX009 02NX009 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ001 01PZ001 01PZ001 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 03PZ019 03PZ019 01NX046 01NX046 01NX051 01NX051 01PZ027 01PZ027 01PZ031 01PZ031 03NX013 04NX010 01NX004 01NX022 01PZ039 01PZ058,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"14,26",Draven/Ezreal,trib,CMCACAIDCQAQEAYJAIBQIBIRAQAQIAJEEY2AGAIDAQJQEAIDFYZQEAIEDMPQIAIDAMGQCBADBIBACAYECYBACBBHHI,
CECQCAQDBEAQGAYNAEBQIEIDAEBQIFBOAQAQIGZEEY2AGAIBAMZQCAYEAUBACBABD4BACAIEE4AQIAYK,"NX,PZ",203,02NX009 02NX009 02NX009 03NX013 03NX013 03NX013 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX051 01NX051 03PZ005 03PZ005 01PZ001 01PZ001 01PZ031 01PZ031 01PZ039 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CECQCAQDBEAQGAYNAEBQIEIDAEBQIFBOAQAQIGZEEY2AGAIBAMZQCAYEAUBACBABD4BACAIEE4AQIAYK,
CECQCAQDBEAQIAYKAIBQIBIRAQAQGBAUCYXAKAIEAEPSIJRUAAAQCAIDGM,"NX,PZ",203,02NX009 02NX009 02NX009 04NX010 04NX010 04NX010 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX022 01NX022 01NX022 01NX046 01NX046 01NX046 01PZ001 01PZ001 01PZ001 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX051,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CECQCAQDBEAQIAYKAIBQIBIRAQAQGBAUCYXAKAIEAEPSIJRUAAAQCAIDGM,
CECACAQDBEBACAYUFYBAGBAFCECACBBEEYWTIBABAEBR6AIDAMGQCBADBIBQCBA3D4TQCAIBAMZQ,"NX,PZ",203,02NX009 02NX009 02NX009 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ045 01PZ045 01PZ045 01PZ052 01PZ052 01PZ052 01NX031 01NX031 03NX013 03NX013 04NX010 04NX010 01PZ027 01PZ027 01PZ031 01PZ031 01PZ039 01PZ039 01NX051,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"16,24",Draven/Ezreal,trib,CECACAQDBEBACAYUFYBAGBAFCECACBBEEYWTIBABAEBR6AIDAMGQCBADBIBQCBA3D4TQCAIBAMZQ,
CMCQCAQDBEAQGAYNAIBQIBIRAMAQGBAUFYCACBA3EQTDIAQBAECB6AIEAMFAEAIBAQAQEAIDGM3Q,"NX,PZ",203,02NX009 02NX009 02NX009 03NX013 03NX013 03NX013 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01NX004 01NX004 01NX004 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ031 01PZ031 04NX010 04NX010 01PZ001 01NX051 01NX055,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"19,21",Draven/Ezreal,trib,CMCQCAQDBEAQGAYNAIBQIBIRAMAQGBAUFYCACBA3EQTDIAQBAECB6AIEAMFAEAIBAQAQEAIDGM3Q,
CECACAQDBEBACAYUFYBAGBAFCECACBA3EQTDIAQCAECACHYDAEBQIMZXAMAQCAZSAEBQGDIBAQBQU,"NX,PZ",203,02NX009 02NX009 02NX009 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ027 01PZ027 01PZ027 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ001 01PZ001 01PZ031 01PZ031 01NX004 01NX004 01NX051 01NX051 01NX055 01NX055 01NX050 03NX013 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CECACAQDBEBACAYUFYBAGBAFCECACBA3EQTDIAQCAECACHYDAEBQIMZXAMAQCAZSAEBQGDIBAQBQU,
CMCACAQDBEAQGBARAMAQGFBOG4CACBABEQTDIAYBAQBQUAQBAMLDGAYBAQNR6OQBAEAQIKY,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01NX055 01NX055 01NX055 01PZ001 01PZ001 01PZ001 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 04NX010 04NX010 01NX022 01NX022 01NX051 01NX051 01PZ027 01PZ027 01PZ031 01PZ031 01PZ058 01PZ058 01PZ043,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CMCACAQDBEAQGBARAMAQGFBOG4CACBABEQTDIAYBAQBQUAQBAMLDGAYBAQNR6OQBAEAQIKY,
CMCACAQDBEAQGBARAIAQGFBOAMAQIJBGGQCACAIDG4AQGBAFAECAGCQEAECACGZHHIBQCAIED4AQGAYNAMAQGBAWGM,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX055 01NX055 03PZ005 03PZ005 04NX010 04NX010 01PZ001 01PZ001 01PZ027 01PZ027 01PZ039 01PZ039 01PZ058 01PZ058 01PZ031 03NX013 01NX004 01NX022 01NX051,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"17,23",Draven/Ezreal,trib,CMCACAQDBEAQGBARAIAQGFBOAMAQIJBGGQCACAIDG4AQGBAFAECAGCQEAECACGZHHIBQCAIED4AQGAYNAMAQGBAWGM,
CECACAQDBEAQGBARAIAQGFBOAMAQIJBGGQCQCAYDBUAQGBAFAECAGCQCAEBQIMYDAECACGY7AEBQCAYWGI3Q,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 03NX013 03NX013 03PZ005 03PZ005 04NX010 04NX010 01NX004 01NX004 01NX051 01NX051 01PZ001 01PZ001 01PZ027 01PZ027 01PZ031 01PZ031 01NX022 01NX050 01NX055,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CECACAQDBEAQGBARAIAQGFBOAMAQIJBGGQCQCAYDBUAQGBAFAECAGCQCAEBQIMYDAECACGY7AEBQCAYWGI3Q,
CMCQCAQDBEAQGBARAECAGCQCAEBRILQEAECACJBGGQBQCAIEDMAQGBAFAMAQGBBTG4BQCAIDCYAQCBA7AEBQGDI,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ001 01PZ001 01PZ001 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ027 01PZ027 03PZ005 03PZ005 01NX004 01NX004 01NX051 01NX051 01NX055 01NX055 01NX022 01PZ031 03NX013,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CMCQCAQDBEAQGBARAECAGCQCAEBRILQEAECACJBGGQBQCAIEDMAQGBAFAMAQGBBTG4BQCAIDCYAQCBA7AEBQGDI,
CMCQCAQDBEAQGBARAECAGCQCAEBRILQFAECACGY7EQ2AEAIBAQTAIAIDAQLDGNYA,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ001 01PZ001 01PZ001 01PZ027 01PZ027 01PZ027 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ052 01PZ052 01PZ052 01PZ038 01PZ038 01NX004 01NX004 01NX022 01NX022 01NX051 01NX051 01NX055 01NX055,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"20,2",Draven/Ezreal,trib,CMCQCAQDBEAQGBARAECAGCQCAEBRILQFAECACGY7EQ2AEAIBAQTAIAIDAQLDGNYA,
CECQCAQDBEAQIAYKAIAQGFBOAIBQIBIRAUAQIGY7EQTDIAYBAEBR6AIBAQTQCAYDBUAQCAIDGM,"NX,PZ",203,02NX009 02NX009 02NX009 04NX010 04NX010 04NX010 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ027 01PZ027 01PZ027 01PZ031 01PZ031 01PZ031 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX031 01NX031 01PZ039 01PZ039 03NX013 03NX013 01NX051,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"17,23",Draven/Ezreal,trib,CECQCAQDBEAQIAYKAIAQGFBOAIBQIBIRAUAQIGY7EQTDIAYBAEBR6AIBAQTQCAYDBUAQCAIDGM,
CECACAQDBEAQGBARAIAQGFBOAQAQIAJEEY2AEAIBAQNQEAIDAQZQMAIDAMGQCAYEAUAQIAYKAECAIDQDAEBRMMRXAMAQIHZHFY,"NX,PZ",203,02NX009 02NX009 02NX009 03PZ017 03PZ017 03PZ017 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 01PZ001 01PZ001 01PZ001 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01PZ027 01PZ027 01NX004 01NX004 01NX051 01NX051 03NX013 03PZ005 04NX010 04PZ014 01NX022 01NX050 01NX055 01PZ031 01PZ039 01PZ046,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CECACAQDBEAQGBARAIAQGFBOAQAQIAJEEY2AEAIBAQNQEAIDAQZQMAIDAMGQCAYEAUAQIAYKAECAIDQDAEBRMMRXAMAQIHZHFY,
CMCACAQDBEBACAYUFYBAGBAFCEBQCBBEEY2AEAYBAMCBMMYDAECACGY7AMAQCAZXAEAQIJYCAQBQECQ,"NX,PZ",203,02NX009 02NX009 02NX009 01NX020 01NX020 01NX020 01NX046 01NX046 01NX046 03PZ005 03PZ005 03PZ005 03PZ017 03PZ017 03PZ017 01PZ036 01PZ036 01PZ036 01PZ038 01PZ038 01PZ038 01PZ052 01PZ052 01PZ052 01NX004 01NX004 01NX022 01NX022 01NX051 01NX051 01PZ001 01PZ001 01PZ027 01PZ027 01PZ031 01PZ031 01NX055 01PZ039 04NX002 04NX010,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"18,22",Draven/Ezreal,trib,CMCACAQDBEBACAYUFYBAGBAFCEBQCBBEEY2AEAYBAMCBMMYDAECACGY7AMAQCAZXAEAQIJYCAQBQECQ,
CECACAIDCQAQIBAFAUAQIAIJEQTTIBIDAQBAKCQNCIAQEAIDDENQA,"NX,PZ",207,01NX020 01NX020 01NX020 04PZ005 04PZ005 04PZ005 01PZ001 01PZ001 01PZ001 01PZ009 01PZ009 01PZ009 01PZ036 01PZ036 01PZ036 01PZ039 01PZ039 01PZ039 01PZ052 01PZ052 01PZ052 03PZ002 03PZ002 03PZ002 03PZ005 03PZ005 03PZ005 03PZ010 03PZ010 03PZ010 03PZ013 03PZ013 03PZ013 03PZ018 03PZ018 03PZ018 01NX025 01NX025 01NX027 01NX027,"NX,PZ","Draven,Ezreal","NX,PZ",,,,"7,33",Draven/Ezreal,elusive,CECACAIDCQAQIBAFAUAQIAIJEQTTIBIDAQBAKCQNCIAQEAIDDENQA,
